ticket_id,created_at,category,priority,channel,agent,first_response_mins,resolution_hours,csat,reopened,summary
TKT-5847,2024-01-29 03:00,Bug,high,phone,Meera,1.61,6.28,4.0,No,Delivery delayed by courier
TKT-6443,2024-08-23 23:00,login issue,medium,phone,Rahul,1.02,3.89,4.0,No,Customer cannot reset password
TKT-5523,2025-03-25 10:00,Bug,medium,portal,Rahul,1.21,7.07,4.0,No,Delivery delayed by courier
TKT-5965,2024-11-16 15:00,billing,low,email,Vikram,1.0,8.57,4.0,No,Wants dark mode in the mobile app
TKT-6385,2024-05-08 03:00,Billing,urgent,portal,Vikram,1.14,3.83,3.0,No,Refund not received after 14 days
TKT-5293,2024-06-29 16:00,login issue,urgent,chat,Sara,0.4,1.13,4.0,No,Delivery delayed by courier
TKT-5831,2024-05-11 06:00,shipping,low,email,Meera,1.28,7.27,5.0,No,App crashes on checkout
TKT-5896,2024-10-04 13:00,Billing,high,email,Meera,4.05,12.2,3.0,No,Delivery delayed by courier
TKT-6534,2025-03-21 00:00,Login Issue,medium,portal,Rahul,2.86,9.92,4.0,No,Request to merge duplicate accounts
TKT-5207,2025-06-12 04:00,login issue,low,email,Sara,2.73,7.47,4.0,No,App crashes on checkout
TKT-5258,2024-04-05 11:00,feature request,low,portal,Meera,2.37,7.04,5.0,No,Unable to apply coupon code
TKT-6148,2025-01-10 14:00,billing,low,portal,Meera,2.09,6.06,3.0,No,Delivery delayed by courier
TKT-6535,2024-01-18 01:00,bug,low,phone,Vikram,0.65,8.38,4.0,No,Unable to apply coupon code
TKT-5143,2024-08-10 15:00,Login Issue,low,chat,Imran,4.4,12.96,5.0,Yes,Invoice shows wrong GST number
TKT-5318,2025-05-26 14:00,login issue,low,portal,Sara,2.7,12.99,5.0,No,Invoice shows wrong GST number
TKT-5513,2025-03-21 00:00,billing,medium,email,Imran,11.41,33.31,3.0,No,Invoice shows wrong GST number
TKT-5302,2024-01-06 09:00,Bug,medium,portal,Ananya,3.95,12.87,4.0,No,Customer cannot reset password
TKT-6560,2024-06-07 16:00,Bug,low,portal,Meera,0.55,4.67,,No,Refund not received after 14 days
TKT-6333,2025-03-16 01:00,shipping,medium,email,Vikram,0.33,1.8,4.0,No,Customer cannot reset password
TKT-6312,2025-02-28 21:00,Billing,urgent,chat,Vikram,0.71,2.1,4.0,No,Request to merge duplicate accounts
TKT-6522,2024-04-14 06:00,Login Issue,low,chat,Imran,1.31,5.89,4.0,Yes,Wants dark mode in the mobile app
TKT-6295,2024-10-07 11:00,login issue,medium,chat,Ananya,1.95,18.18,4.0,No,Customer cannot reset password
TKT-6338,2025-02-26 12:00,Bug,high,portal,Ananya,1.01,2.97,5.0,No,Delivery delayed by courier
TKT-5675,2025-01-30 12:00,feature request,high,email,Vikram,0.67,2.67,4.0,No,Unable to apply coupon code
TKT-6520,2025-04-15 20:00,billing,low,chat,Rahul,5.15,15.16,,No,Unable to apply coupon code
TKT-5375,2024-02-21 11:00,Bug,medium,email,Rahul,0.24,3.94,,No,Delivery delayed by courier
TKT-5515,2024-02-27 09:00,bug,low,email,Sara,1.19,4.4,3.0,No,Delivery delayed by courier
TKT-5263,2025-05-19 04:00,bug,low,portal,Vikram,0.7,7.24,4.0,No,Delivery delayed by courier
TKT-6092,2025-04-04 09:00,feature request,high,chat,Imran,0.64,2.71,5.0,Yes,Delivery delayed by courier
TKT-6451,2024-01-23 09:00,Bug,low,chat,Rahul,2.87,10.07,5.0,No,Request to merge duplicate accounts
TKT-6183,2024-09-01 06:00,BILLING,high,phone,Ananya,0.12,1.89,4.0,Yes,Unable to apply coupon code
TKT-5925,2025-05-30 13:00,billing,high,chat,Imran,0.73,2.79,4.0,No,Unable to apply coupon code
TKT-6324,2025-04-17 03:00,login issue,high,email,Rahul,0.69,4.1,5.0,No,App crashes on checkout
TKT-5023,2025-05-20 02:00,bug,low,portal,Vikram,1.2,12.32,3.0,No,Customer cannot reset password
TKT-5656,2025-02-21 14:00,BILLING,medium,portal,Vikram,0.55,3.97,4.0,Yes,Delivery delayed by courier
TKT-5627,2024-07-19 07:00,billing,high,email,Rahul,0.08,0.67,5.0,No,Wants dark mode in the mobile app
TKT-5374,2025-04-28 00:00,feature request,high,chat,Imran,1.0,5.77,5.0,No,Customer cannot reset password
TKT-5964,2025-06-01 06:00,Billing,low,email,Meera,0.57,8.67,5.0,No,Delivery delayed by courier
TKT-5274,2024-08-15 21:00,shipping,medium,email,Ananya,1.58,5.24,4.0,Yes,App crashes on checkout
TKT-6227,2025-06-20 14:00,login issue,medium,email,Sara,0.23,4.15,3.0,No,Refund not received after 14 days
TKT-6098,2024-01-23 11:00,billing,medium,portal,Vikram,0.62,9.97,3.0,No,Customer cannot reset password
TKT-5200,2024-07-18 14:00,billing,medium,email,Rahul,0.42,5.43,4.0,Yes,Unable to apply coupon code
TKT-5685,2025-03-12 11:00,billing,low,chat,Meera,0.74,6.6,,No,Request to merge duplicate accounts
TKT-5020,2024-09-29 16:00,billing,low,email,Meera,10.7,27.31,5.0,Yes,Refund not received after 14 days
TKT-6311,2024-07-08 16:00,feature request,high,email,Vikram,0.37,7.06,5.0,No,Wants dark mode in the mobile app
TKT-6581,2024-04-27 21:00,BILLING,medium,chat,Meera,2.59,11.37,4.0,No,Delivery delayed by courier
TKT-6257,2024-10-29 17:00,Login Issue,medium,chat,Rahul,2.2,7.49,3.0,No,Refund not received after 14 days
TKT-5087,2024-06-19 05:00,Billing,high,chat,Ananya,0.48,2.04,4.0,Yes,Delivery delayed by courier
TKT-5891,2025-01-21 21:00,shipping,high,email,Vikram,0.58,1.91,4.0,No,Refund not received after 14 days
TKT-6152,2024-08-22 19:00,Bug,low,chat,Sara,0.25,4.56,4.0,No,Invoice shows wrong GST number
TKT-5357,2025-04-30 23:00,billing,medium,email,Ananya,1.8,5.78,,Yes,Unable to apply coupon code
TKT-5745,2024-07-17 11:00,Login Issue,medium,email,Vikram,0.47,6.87,4.0,No,Delivery delayed by courier
TKT-5306,2024-06-13 16:00,billing,high,chat,Vikram,1.93,6.58,4.0,No,Customer cannot reset password
TKT-5483,2025-03-10 06:00,bug,low,email,Ananya,0.46,3.28,4.0,No,Wants dark mode in the mobile app
TKT-6582,2024-10-07 21:00,Billing,medium,email,Vikram,0.19,3.27,,No,Wants dark mode in the mobile app
TKT-6018,2024-01-23 16:00,Login Issue,low,chat,Rahul,1.8,9.65,4.0,No,Invoice shows wrong GST number
TKT-6031,2024-04-04 06:00,Shipping,medium,portal,Ananya,0.52,5.04,3.0,No,Wants dark mode in the mobile app
TKT-5699,2024-02-21 19:00,bug,low,portal,Imran,4.08,12.17,4.0,No,Wants dark mode in the mobile app
TKT-6138,2025-02-09 07:00,BILLING,low,email,Sara,5.75,21.52,5.0,No,Invoice shows wrong GST number
TKT-5111,2025-03-01 11:00,shipping,medium,portal,Meera,0.49,4.95,4.0,No,Invoice shows wrong GST number
TKT-5198,2024-07-03 17:00,Shipping,urgent,email,Vikram,0.72,2.12,4.0,No,Customer cannot reset password
TKT-6383,2025-05-03 20:00,Billing,low,email,Sara,0.49,9.56,4.0,No,App crashes on checkout
TKT-5559,2025-04-08 20:00,Billing,high,phone,Imran,0.68,5.05,3.0,No,Customer cannot reset password
TKT-6274,2025-02-19 16:00,login issue,high,chat,Rahul,1.0,3.02,5.0,Yes,Delivery delayed by courier
TKT-5833,2024-03-18 22:00,bug,low,phone,Imran,1.41,9.9,5.0,No,Invoice shows wrong GST number
TKT-5049,2025-02-28 05:00,Shipping,medium,phone,Ananya,0.54,4.91,4.0,No,Customer cannot reset password
TKT-5915,2024-09-06 21:00,Bug,low,portal,Meera,4.13,12.47,4.0,No,Request to merge duplicate accounts
TKT-6331,2025-01-26 02:00,Bug,high,phone,Vikram,0.23,2.31,4.0,No,Customer cannot reset password
TKT-5759,2025-02-01 16:00,shipping,low,portal,Meera,2.61,8.13,4.0,No,Request to merge duplicate accounts
TKT-5877,2025-02-10 03:00,Login Issue,medium,phone,Meera,1.41,4.49,3.0,No,Unable to apply coupon code
TKT-5390,2025-02-10 23:00,Login Issue,high,email,Ananya,0.62,5.82,4.0,No,Unable to apply coupon code
TKT-5861,2025-05-20 15:00,bug,medium,portal,Vikram,0.66,3.18,5.0,No,Request to merge duplicate accounts
TKT-5073,2024-03-11 19:00,login issue,medium,email,Meera,0.95,2.92,3.0,No,Customer cannot reset password
TKT-6080,2025-05-16 14:00,feature request,medium,email,Vikram,4.39,12.52,3.0,No,Customer cannot reset password
TKT-5645,2024-06-27 22:00,feature request,urgent,portal,Ananya,0.65,3.66,3.0,No,Invoice shows wrong GST number
TKT-5822,2024-03-15 09:00,Bug,high,phone,Vikram,2.0,6.05,4.0,No,App crashes on checkout
TKT-5113,2024-09-07 02:00,Shipping,low,chat,Vikram,0.44,5.89,5.0,No,Unable to apply coupon code
TKT-6010,2024-05-26 11:00,BILLING,medium,email,Vikram,2.6,6.71,,No,Delivery delayed by courier
TKT-6053,2025-06-06 08:00,Bug,low,email,Meera,2.41,8.71,4.0,No,Request to merge duplicate accounts
TKT-5337,2024-06-21 20:00,Login Issue,medium,email,Rahul,1.16,4.4,4.0,No,Unable to apply coupon code
TKT-6446,2025-05-26 05:00,login issue,high,portal,Rahul,0.46,4.77,4.0,No,Invoice shows wrong GST number
TKT-6239,2024-01-23 07:00,Bug,medium,chat,Imran,0.74,5.85,3.0,No,Customer cannot reset password
TKT-6329,2024-07-05 08:00,billing,high,chat,Imran,0.89,5.55,3.0,No,Customer cannot reset password
TKT-5492,2025-02-14 13:00,feature request,medium,portal,Vikram,0.83,5.58,,No,Request to merge duplicate accounts
TKT-5982,2024-10-25 03:00,login issue,urgent,email,Vikram,0.15,0.79,4.0,No,Request to merge duplicate accounts
TKT-5084,2024-12-09 05:00,Billing,high,chat,Meera,0.81,4.23,4.0,No,Invoice shows wrong GST number
TKT-5282,2024-12-31 18:00,shipping,low,chat,Sara,1.26,7.07,4.0,No,Wants dark mode in the mobile app
TKT-5819,2025-06-28 12:00,billing,low,chat,Vikram,0.97,8.1,4.0,No,Wants dark mode in the mobile app
TKT-5131,2024-10-28 16:00,login issue,medium,chat,Sara,2.19,16.16,5.0,No,Unable to apply coupon code
TKT-5836,2025-03-16 13:00,Login Issue,urgent,email,Meera,1.2,3.87,5.0,No,Invoice shows wrong GST number
TKT-5768,2024-03-17 06:00,Login Issue,low,email,Meera,0.66,3.84,,No,App crashes on checkout
TKT-6346,2025-04-11 08:00,billing,low,phone,Vikram,1.53,5.26,5.0,No,Invoice shows wrong GST number
TKT-5341,2024-06-07 13:00,Bug,high,email,Meera,0.38,3.42,4.0,No,Delivery delayed by courier
TKT-6264,2024-05-09 22:00,Login Issue,low,chat,Meera,3.72,13.69,3.0,No,App crashes on checkout
TKT-5620,2024-08-24 07:00,bug,medium,email,Meera,0.65,3.81,4.0,No,Unable to apply coupon code
TKT-6150,2024-07-20 13:00,Shipping,high,phone,Ananya,0.31,3.31,5.0,No,Request to merge duplicate accounts
TKT-6509,2025-01-07 09:00,shipping,high,chat,Ananya,0.65,4.1,5.0,No,App crashes on checkout
TKT-6313,2025-04-10 01:00,Feature Request,high,chat,Vikram,1.08,6.65,4.0,No,App crashes on checkout
TKT-6317,2024-11-17 17:00,billing,high,portal,Vikram,0.34,6.51,4.0,No,Wants dark mode in the mobile app
TKT-5078,2024-11-03 15:00,Feature Request,medium,email,Vikram,0.97,2.89,,No,Delivery delayed by courier
TKT-6354,2024-04-29 14:00,Feature Request,medium,portal,Vikram,0.31,4.63,5.0,No,Request to merge duplicate accounts
TKT-5004,2024-08-23 23:00,Billing,high,chat,Meera,0.97,3.9,5.0,No,Delivery delayed by courier
TKT-5062,2024-07-18 19:00,Bug,low,email,Meera,2.55,8.58,5.0,No,Customer cannot reset password
TKT-6449,2024-02-26 03:00,login issue,low,chat,Rahul,0.7,10.6,4.0,Yes,App crashes on checkout
TKT-5863,2025-02-24 19:00,Billing,medium,portal,Rahul,1.32,4.28,3.0,No,Delivery delayed by courier
TKT-5410,2024-04-04 23:00,Bug,low,chat,Sara,5.26,13.62,4.0,No,Invoice shows wrong GST number
TKT-5219,2025-05-06 22:00,Login Issue,high,phone,Rahul,1.75,4.41,5.0,No,Unable to apply coupon code
TKT-6165,2024-02-27 05:00,billing,high,phone,Vikram,0.88,5.03,3.0,No,Invoice shows wrong GST number
TKT-5152,2025-05-15 02:00,BILLING,medium,chat,Vikram,3.21,12.86,3.0,No,Unable to apply coupon code
TKT-5307,2024-10-28 22:00,Login Issue,low,chat,Vikram,2.09,9.33,5.0,No,Request to merge duplicate accounts
TKT-6448,2025-02-06 21:00,login issue,low,chat,Meera,1.45,6.79,5.0,No,Invoice shows wrong GST number
TKT-6131,2024-12-31 06:00,Feature Request,low,email,Meera,2.3,10.91,4.0,No,Refund not received after 14 days
TKT-6057,2025-02-24 19:00,login issue,high,chat,Imran,0.73,2.34,4.0,No,Refund not received after 14 days
TKT-6206,2024-10-07 17:00,Login Issue,low,email,Meera,3.62,9.53,3.0,No,Request to merge duplicate accounts
TKT-5203,2025-01-16 08:00,Billing,high,chat,Meera,0.33,1.75,5.0,No,Wants dark mode in the mobile app
TKT-5301,2025-03-26 07:00,login issue,medium,phone,Ananya,1.03,12.39,5.0,No,Wants dark mode in the mobile app
TKT-5516,2025-04-25 11:00,feature request,low,chat,,2.04,8.08,5.0,No,Request to merge duplicate accounts
TKT-5295,2024-10-10 18:00,Login Issue,low,chat,Sara,1.89,5.38,4.0,No,Request to merge duplicate accounts
TKT-6573,2025-03-19 04:00,login issue,low,portal,Vikram,2.07,9.11,5.0,No,Invoice shows wrong GST number
TKT-5382,2025-05-31 12:00,billing,medium,email,Sara,0.95,5.16,5.0,No,Refund not received after 14 days
TKT-6391,2024-10-15 14:00,feature request,low,chat,Rahul,4.27,12.91,4.0,No,Delivery delayed by courier
TKT-5129,2024-12-11 22:00,bug,medium,portal,Rahul,0.59,11.67,5.0,No,App crashes on checkout
TKT-5797,2024-09-06 21:00,Billing,low,chat,Ananya,1.17,9.08,3.0,No,Request to merge duplicate accounts
TKT-6123,2024-05-12 19:00,login issue,medium,chat,Ananya,1.97,5.87,4.0,No,Wants dark mode in the mobile app
TKT-5100,2025-03-29 20:00,Login Issue,low,email,Sara,1.89,10.92,4.0,No,Refund not received after 14 days
TKT-6378,2024-10-01 04:00,login issue,high,email,Sara,0.81,6.62,4.0,No,Delivery delayed by courier
TKT-6291,2025-04-12 16:00,shipping,medium,chat,Rahul,0.33,4.3,4.0,Yes,App crashes on checkout
TKT-5919,2024-12-12 20:00,Bug,low,chat,Rahul,4.66,13.56,5.0,Yes,Delivery delayed by courier
TKT-5071,2024-04-13 06:00,billing,high,phone,Sara,0.49,4.2,5.0,No,Delivery delayed by courier
TKT-5692,2025-05-22 14:00,bug,high,phone,Imran,0.5,1.85,3.0,No,Invoice shows wrong GST number
TKT-5400,2025-06-27 22:00,feature request,urgent,portal,Meera,0.46,2.46,3.0,No,Invoice shows wrong GST number
TKT-6107,2025-05-09 08:00,billing,high,email,Meera,0.33,2.23,5.0,No,Wants dark mode in the mobile app
TKT-5696,2025-01-28 09:00,shipping,low,chat,Sara,1.05,4.18,3.0,No,Request to merge duplicate accounts
TKT-6574,2024-03-21 22:00,login issue,low,email,Rahul,3.08,12.11,4.0,No,Delivery delayed by courier
TKT-5261,2024-04-02 23:00,Feature Request,medium,portal,Ananya,0.72,2.54,5.0,No,Refund not received after 14 days
TKT-5502,2025-06-08 15:00,Bug,low,chat,Sara,1.36,20.42,4.0,No,Customer cannot reset password
TKT-5813,2024-06-03 17:00,login issue,medium,portal,Imran,1.06,2.92,4.0,No,App crashes on checkout
TKT-6161,2024-09-28 20:00,Login Issue,medium,portal,Meera,0.85,5.6,4.0,No,Customer cannot reset password
TKT-5714,2025-05-16 11:00,shipping,medium,chat,Vikram,1.1,4.72,5.0,No,Request to merge duplicate accounts
TKT-6557,2025-02-25 06:00,feature request,urgent,email,Imran,0.22,0.81,3.0,No,Invoice shows wrong GST number
TKT-5582,2024-02-28 04:00,feature request,low,portal,Sara,2.37,13.57,4.0,No,Request to merge duplicate accounts
TKT-5697,2024-11-17 14:00,bug,medium,chat,Vikram,0.67,2.92,4.0,No,App crashes on checkout
TKT-5601,2025-02-28 13:00,billing,medium,portal,Meera,0.85,3.8,4.0,No,Refund not received after 14 days
TKT-6375,2025-06-06 18:00,feature request,medium,phone,Ananya,0.95,3.2,4.0,No,Unable to apply coupon code
TKT-5370,2024-07-01 21:00,Login Issue,low,email,Rahul,2.49,11.1,4.0,No,Invoice shows wrong GST number
TKT-5134,2025-03-09 05:00,Bug,urgent,chat,Ananya,0.62,2.53,4.0,No,Customer cannot reset password
TKT-5949,2024-05-31 13:00,Login Issue,medium,phone,Rahul,1.52,5.18,3.0,No,Invoice shows wrong GST number
TKT-5976,2024-02-21 21:00,bug,low,chat,Meera,3.65,10.32,5.0,No,Delivery delayed by courier
TKT-5733,2025-02-26 00:00,bug,low,email,Meera,0.84,12.01,5.0,No,Delivery delayed by courier
TKT-6483,2024-03-02 01:00,bug,medium,chat,Ananya,1.28,5.11,4.0,No,Invoice shows wrong GST number
TKT-6133,2025-02-19 18:00,Bug,low,chat,Sara,0.81,8.09,3.0,Yes,Refund not received after 14 days
TKT-5560,2024-10-19 09:00,bug,high,portal,Vikram,0.07,1.31,3.0,No,Request to merge duplicate accounts
TKT-5055,2024-01-24 20:00,Login Issue,medium,portal,Ananya,0.82,3.63,4.0,No,Wants dark mode in the mobile app
TKT-6184,2024-08-17 01:00,Feature Request,high,email,Vikram,0.39,3.65,3.0,No,Request to merge duplicate accounts
TKT-5116,2024-01-21 07:00,billing,low,chat,Sara,3.33,11.35,4.0,No,Unable to apply coupon code
TKT-6071,2024-04-23 22:00,Login Issue,medium,chat,Rahul,0.38,2.94,4.0,No,Invoice shows wrong GST number
TKT-5210,2024-05-22 07:00,bug,high,phone,Meera,0.16,2.41,,No,Unable to apply coupon code
TKT-5387,2025-03-28 22:00,Shipping,medium,email,Rahul,3.69,9.37,3.0,No,Unable to apply coupon code
TKT-5817,2024-02-27 23:00,Feature Request,low,chat,Ananya,1.81,9.06,4.0,No,Wants dark mode in the mobile app
TKT-5162,2024-08-11 00:00,Billing,high,portal,Vikram,0.55,4.88,4.0,No,Invoice shows wrong GST number
TKT-5728,2024-09-23 01:00,Billing,medium,chat,Rahul,1.82,6.65,3.0,No,Refund not received after 14 days
TKT-5774,2025-04-06 06:00,billing,medium,email,Rahul,0.69,3.66,4.0,No,Refund not received after 14 days
TKT-5816,2024-01-24 13:00,billing,medium,email,Meera,1.19,5.3,5.0,No,Request to merge duplicate accounts
TKT-5794,2024-08-23 01:00,Bug,medium,email,Vikram,1.05,3.39,4.0,No,Wants dark mode in the mobile app
TKT-5421,2025-01-13 08:00,Billing,medium,email,Imran,0.76,5.65,4.0,No,Unable to apply coupon code
TKT-5229,2024-04-06 08:00,Login Issue,low,email,Sara,0.33,5.29,3.0,Yes,Invoice shows wrong GST number
TKT-5063,2025-06-11 07:00,feature request,medium,chat,Ananya,1.28,4.1,,No,Customer cannot reset password
TKT-5339,2025-06-03 07:00,bug,medium,portal,,0.5,4.65,4.0,No,Wants dark mode in the mobile app
TKT-5336,2025-06-08 22:00,Login Issue,low,email,Rahul,2.46,13.02,3.0,No,Request to merge duplicate accounts
TKT-5952,2024-12-01 00:00,shipping,low,email,Sara,1.93,8.37,4.0,No,App crashes on checkout
TKT-5667,2025-04-14 02:00,BILLING,low,chat,Sara,0.79,10.31,3.0,No,Invoice shows wrong GST number
TKT-6245,2025-06-21 02:00,billing,high,phone,Ananya,0.32,2.9,4.0,No,Request to merge duplicate accounts
TKT-5096,2024-05-10 13:00,login issue,medium,chat,Ananya,0.59,2.76,4.0,Yes,Customer cannot reset password
TKT-6370,2025-04-24 23:00,Login Issue,urgent,email,Sara,0.39,1.16,4.0,No,Request to merge duplicate accounts
TKT-6476,2024-09-24 07:00,feature request,low,email,Rahul,3.67,14.01,5.0,Yes,Unable to apply coupon code
TKT-6118,2025-01-29 04:00,Feature Request,medium,email,Vikram,1.44,10.74,4.0,No,Invoice shows wrong GST number
TKT-6011,2025-03-11 22:00,Login Issue,low,chat,Rahul,3.69,843.94,4.0,No,Delivery delayed by courier
TKT-6550,2024-06-01 23:00,billing,medium,email,Meera,0.19,3.44,5.0,Yes,Unable to apply coupon code
TKT-5108,2024-09-14 00:00,login issue,medium,portal,Ananya,0.37,6.51,5.0,No,Refund not received after 14 days
TKT-5012,2025-02-04 23:00,Shipping,medium,portal,Rahul,0.3,3.08,3.0,No,Wants dark mode in the mobile app
TKT-5907,2024-04-04 08:00,Login Issue,low,email,Ananya,0.39,6.7,4.0,Yes,Wants dark mode in the mobile app
TKT-6058,2024-08-19 08:00,login issue,low,chat,Sara,1.67,5.22,3.0,No,Refund not received after 14 days
TKT-5765,2025-03-01 06:00,Login Issue,medium,email,Rahul,1.11,4.99,5.0,No,Wants dark mode in the mobile app
TKT-6504,2024-11-21 14:00,Login Issue,medium,portal,Rahul,1.23,23.41,5.0,No,Refund not received after 14 days
TKT-5608,2025-06-11 00:00,shipping,low,email,Ananya,1.02,3.26,3.0,Yes,Wants dark mode in the mobile app
TKT-5790,2024-02-22 03:00,Billing,low,chat,Ananya,4.05,13.34,4.0,No,Delivery delayed by courier
TKT-5636,2024-05-08 07:00,Billing,medium,chat,Meera,0.9,6.81,5.0,No,App crashes on checkout
TKT-5807,2024-03-01 06:00,login issue,low,chat,Ananya,7.02,28.09,4.0,No,Invoice shows wrong GST number
TKT-5037,2025-03-27 01:00,Shipping,medium,portal,Vikram,0.88,10.75,4.0,No,Delivery delayed by courier
TKT-5345,2024-05-19 12:00,login issue,high,portal,Rahul,2.69,7.35,5.0,No,Customer cannot reset password
TKT-6328,2025-01-02 21:00,billing,high,chat,Rahul,0.95,2.91,4.0,No,Unable to apply coupon code
TKT-5098,2024-12-13 00:00,Billing,high,phone,Sara,1.48,3.83,4.0,No,Request to merge duplicate accounts
TKT-6334,2024-10-17 19:00,feature request,low,chat,Vikram,5.78,24.2,3.0,No,App crashes on checkout
TKT-6038,2024-08-25 23:00,Bug,low,portal,Sara,1.73,5.33,4.0,No,Refund not received after 14 days
TKT-5494,2024-06-06 23:00,login issue,urgent,email,Imran,0.57,2.0,5.0,No,App crashes on checkout
TKT-5074,2025-01-09 03:00,bug,medium,email,Meera,1.0,5.85,4.0,No,Customer cannot reset password
TKT-5265,2024-11-12 16:00,Shipping,high,chat,Rahul,0.32,2.51,4.0,No,Wants dark mode in the mobile app
TKT-5878,2024-10-25 19:00,shipping,low,chat,Rahul,5.35,14.33,4.0,No,Delivery delayed by courier
TKT-5642,2025-04-10 12:00,Billing,high,chat,Ananya,0.53,6.32,4.0,No,Invoice shows wrong GST number
TKT-6145,2024-09-20 00:00,shipping,medium,portal,Ananya,0.78,2.84,5.0,No,Customer cannot reset password
TKT-6396,2024-12-03 20:00,billing,medium,email,Vikram,2.3,7.57,5.0,No,Customer cannot reset password
TKT-5011,2025-06-15 17:00,billing,urgent,email,Vikram,0.19,1.71,4.0,No,Refund not received after 14 days
TKT-5661,2025-02-04 12:00,feature request,medium,portal,Ananya,0.75,3.98,4.0,No,Refund not received after 14 days
TKT-5355,2025-06-24 20:00,billing,high,phone,Vikram,0.52,1.67,4.0,Yes,Customer cannot reset password
TKT-5027,2025-03-24 09:00,BILLING,medium,phone,Sara,2.86,7.98,4.0,No,Refund not received after 14 days
TKT-5669,2024-03-12 23:00,Billing,medium,email,Ananya,1.26,3.21,4.0,No,Invoice shows wrong GST number
TKT-6515,2025-05-22 01:00,login issue,low,portal,Imran,3.28,17.52,3.0,No,App crashes on checkout
TKT-6567,2024-11-24 20:00,Login Issue,low,email,Ananya,0.41,5.95,5.0,No,Request to merge duplicate accounts
TKT-5424,2024-08-15 06:00,Billing,urgent,chat,Sara,1.41,4.37,3.0,No,Refund not received after 14 days
TKT-5024,2025-03-01 22:00,Bug,high,portal,Ananya,1.35,5.22,3.0,No,Customer cannot reset password
TKT-5564,2025-04-29 13:00,Login Issue,low,email,Imran,0.65,5.27,3.0,No,Refund not received after 14 days
TKT-5330,2024-10-25 00:00,Shipping,low,email,Imran,1.79,9.29,4.0,Yes,Unable to apply coupon code
TKT-6088,2024-12-20 18:00,shipping,low,portal,Meera,2.62,13.48,5.0,No,Request to merge duplicate accounts
TKT-5914,2024-11-18 14:00,login issue,low,email,Ananya,2.99,10.88,4.0,No,App crashes on checkout
TKT-5703,2024-04-03 08:00,Login Issue,high,chat,Ananya,1.2,3.11,4.0,No,Unable to apply coupon code
TKT-5305,2024-03-17 10:00,Bug,medium,email,Sara,0.2,3.39,3.0,Yes,Request to merge duplicate accounts
TKT-5501,2024-12-21 07:00,feature request,urgent,chat,Ananya,0.44,1.65,3.0,No,Wants dark mode in the mobile app
TKT-6005,2025-05-16 23:00,bug,high,chat,Ananya,1.37,3.94,3.0,No,Unable to apply coupon code
TKT-5640,2024-12-31 14:00,BILLING,medium,email,Vikram,0.48,3.72,4.0,No,Unable to apply coupon code
TKT-6237,2024-03-08 12:00,billing,low,email,Vikram,0.72,3.83,4.0,No,Delivery delayed by courier
TKT-5938,2024-09-08 14:00,feature request,low,chat,Meera,1.07,3.85,4.0,No,App crashes on checkout
TKT-6301,2024-08-06 17:00,Billing,low,chat,Meera,2.36,6.6,5.0,No,Delivery delayed by courier
TKT-5168,2024-07-01 04:00,feature request,medium,chat,Rahul,0.71,3.33,4.0,No,Delivery delayed by courier
TKT-5286,2024-03-28 18:00,Bug,low,portal,Rahul,2.67,7.72,4.0,No,Invoice shows wrong GST number
TKT-6541,2024-05-11 16:00,billing,low,chat,Vikram,0.61,4.63,,No,Wants dark mode in the mobile app
TKT-6539,2024-12-03 23:00,billing,low,email,Ananya,1.58,7.03,4.0,No,Invoice shows wrong GST number
TKT-6024,2025-03-23 22:00,bug,low,chat,Ananya,0.55,5.26,5.0,No,Customer cannot reset password
TKT-6278,2024-01-05 10:00,login issue,low,email,Vikram,2.47,6.48,,No,Refund not received after 14 days
TKT-5809,2025-06-27 09:00,Login Issue,low,chat,Ananya,2.77,10.51,5.0,No,App crashes on checkout
TKT-5653,2025-03-14 09:00,Shipping,high,email,Rahul,1.25,3.13,4.0,Yes,App crashes on checkout
TKT-6564,2024-10-30 12:00,bug,low,portal,Imran,1.51,6.07,4.0,No,Unable to apply coupon code
TKT-5014,2025-01-26 00:00,Billing,medium,chat,Vikram,0.99,3.82,5.0,No,Unable to apply coupon code
TKT-5419,2024-10-02 22:00,billing,urgent,chat,Imran,0.79,2.94,5.0,No,Wants dark mode in the mobile app
TKT-5188,2024-05-10 03:00,login issue,medium,email,Sara,0.6,3.23,5.0,No,Request to merge duplicate accounts
TKT-5652,2024-04-20 06:00,shipping,medium,email,Meera,0.52,2.96,4.0,No,Request to merge duplicate accounts
TKT-5679,2025-05-25 02:00,Login Issue,low,portal,Ananya,0.72,2.38,5.0,No,Request to merge duplicate accounts
TKT-5436,2024-11-05 04:00,Billing,medium,portal,Imran,1.75,5.83,5.0,No,Delivery delayed by courier
TKT-6397,2024-12-22 02:00,feature request,high,email,Rahul,1.26,4.1,5.0,Yes,Request to merge duplicate accounts
TKT-6215,2024-03-03 04:00,feature request,medium,chat,Ananya,1.25,7.52,4.0,No,Invoice shows wrong GST number
TKT-6501,2024-05-21 21:00,Bug,high,chat,Rahul,1.52,8.21,5.0,No,App crashes on checkout
TKT-5884,2025-03-19 06:00,billing,low,portal,Imran,1.36,4.14,4.0,No,Unable to apply coupon code
TKT-6319,2024-08-04 07:00,BILLING,medium,email,Meera,0.6,3.06,5.0,No,Refund not received after 14 days
